yearID,T_ID,gameNO,GDAY_DS,VS_T_ID,HEADER_NO,TB_SC,CG_CK,HOLD,INN2,BF,PA_P,AB_P,HIT_P,H2_P,H3_P,HR_P,SB_P,CS_P,SH_P,SF_P,BB_P,IB_P,HP_P,KK_P,GD_P,WP_P,BK_P,ERR_P,R_P,ER_P,P_WHIP_RT_P,P2_WHIP_RT_P,CB_WHIP_RT_P,PA_B,AB_B,RBI_B,RUN_B,HIT_B,H2_B,H3_B,HR_B,SB_B,CS_B,SH_B,SF_B,BB_B,IB_B,HP_B,KK_B,GD_B,ERR_B,LOB_B,P_HRA_RT_B,P_AB_CN_B,P_HIT_CN_B,WLS
2017,HH,114,20170825,HT,0,B,0,0,27,147,36,34,7,2,0,0,1,0,0,0,2,0,0,10,1,1,1,0,3,1,2.4,1.125,0.6,38,32,5,6,10,2,0,1,0,1,1,0,4,1,1,6,0,1,8,0.25,8,2,W
2017,HH,115,20170826,SK,0,T,0,0,24,99,29,25,5,0,0,0,0,0,2,1,0,0,1,6,1,1,0,0,2,2,0.5,0.625,0.333333333,34,31,1,1,5,2,0,0,1,0,0,0,1,0,2,9,0,0,6,0.0,4,0,L
2017,HH,116,20170827,SK,0,T,0,0,24,126,35,31,6,0,0,1,2,0,0,1,3,0,0,5,0,0,0,1,4,1,1.2,1.384615385,1.125,33,31,2,2,5,2,0,1,1,0,0,0,2,0,0,8,0,3,4,0.2,5,1,L
2017,HH,117,20170829,LG,0,B,0,1,27,162,37,33,6,1,0,2,1,0,0,0,2,0,2,8,0,0,0,0,4,4,1.5,1.0,0.75,41,38,7,8,16,1,0,1,0,1,0,1,2,0,0,6,1,0,9,0.416666667,12,5,W
2017,HH,118,20170830,LG,0,B,0,1,27,118,38,33,9,3,0,0,0,0,1,1,1,0,2,4,2,1,0,0,6,5,1.125,0.96,1.2,42,36,5,5,11,2,1,1,0,0,0,0,6,0,0,11,0,1,10,0.2,15,3,L
2017,HH,119,20170831,KT,0,B,0,0,27,122,33,29,4,0,0,0,0,1,1,0,3,0,0,1,0,0,0,0,1,1,3.0,1.0,1.0,43,38,9,10,16,4,0,1,0,0,1,0,4,0,0,4,0,0,9,0.461538462,13,6,W
2017,HH,120,20170901,KT,0,B,0,0,27,165,39,35,10,2,0,2,1,2,0,0,4,0,0,8,0,0,0,0,6,6,1.0,3.0,2.25,33,30,1,1,4,1,0,1,0,0,1,0,1,0,1,12,0,0,5,0.0,6,0,L
2017,HH,121,20170902,LT,0,T,0,0,24,160,41,38,15,2,0,2,0,0,0,0,3,0,0,10,1,1,0,0,9,9,3.0,1.8,2.333333333,37,34,0,0,7,1,0,0,1,0,0,0,3,0,0,8,0,0,10,0.125,8,1,L
2017,HH,122,20170903,LT,0,T,0,0,24,135,34,32,11,3,0,1,2,1,0,0,2,0,0,5,3,0,0,0,7,7,0.857142857,1.65,2.57142857099999,35,33,2,2,7,0,0,1,0,0,0,0,2,0,0,6,1,1,6,0.25,4,1,L
2017,HH,123,20170905,OB,0,B,0,1,27,127,35,32,6,1,0,1,0,0,0,0,2,0,1,3,1,1,0,0,4,4,2.25,1.058823529,1.875,38,34,5,6,10,4,0,0,1,0,1,0,2,0,1,12,0,0,8,0.181818182,11,2,W
2017,HH,124,20170906,OB,0,B,0,0,27,178,50,44,19,3,1,3,1,1,0,0,5,0,1,7,1,1,0,0,13,12,3.333333333,3.166666667,3.333333333,43,34,8,9,11,2,0,2,1,1,2,0,6,0,1,9,1,1,7,0.3,10,3,L
2017,HH,125,20170907,HT,0,T,0,0,27,127,38,35,11,0,0,0,1,0,0,1,1,0,1,2,2,0,0,0,2,2,0.375,0.0,1.0,49,43,8,11,21,7,0,1,0,0,0,1,4,0,1,4,2,0,11,0.588235294,17,10,W
2017,HH,126,20170908,HT,0,T,0,0,24,135,38,33,11,3,0,2,0,0,1,1,3,0,0,2,0,0,0,0,9,8,1.66666666699999,1.941176471,2.142857143,36,31,5,5,6,0,0,1,0,1,1,0,3,0,1,9,0,1,4,0.285714286,7,2,L
2017,HH,127,20170909,NC,0,B,0,1,27,152,36,33,9,0,0,1,1,1,0,0,2,0,1,6,1,1,0,0,3,3,0.428571429,1.25,2.142857143,38,36,5,6,15,3,0,2,0,1,1,0,1,0,0,7,0,0,8,0.363636364,11,4,W
2017,HH,128,20170910,NC,0,B,0,0,27,164,44,40,14,3,0,3,0,0,0,1,3,0,0,1,1,1,0,0,11,10,5.4,2.045454545,2.0,37,34,5,5,9,3,0,1,0,0,0,1,1,0,1,4,0,1,5,0.111111111,9,1,L
2017,HH,129,20170912,SS,0,T,0,0,27,134,32,31,6,0,0,0,1,0,0,0,1,0,0,8,1,0,0,0,2,1,6.0,0.0,0.545454545,40,35,6,6,10,3,0,2,0,0,0,0,3,0,2,8,2,1,7,0.25,8,2,W
2017,HH,130,20170913,SS,0,T,0,0,24,169,45,41,18,3,1,2,0,0,1,1,2,0,0,9,0,1,0,0,13,11,5.5,4.5,5.4,37,31,5,5,6,1,0,1,0,0,0,1,3,0,2,7,1,1,5,0.285714286,7,2,L
2017,HH,131,20170914,WO,0,B,0,0,27,161,38,34,7,1,0,0,0,0,0,0,2,0,2,14,0,1,0,0,2,2,4.0,1.285714286,1.5,44,39,10,10,15,2,0,2,0,1,0,0,3,0,2,6,0,0,10,0.461538462,13,6,W
2017,HH,132,20170915,WO,0,B,0,0,27,155,40,34,9,0,0,1,1,0,1,1,4,0,0,10,1,1,0,0,4,4,1.5,1.269230769,1.2,41,30,5,6,8,0,0,1,0,1,2,0,9,0,0,7,0,1,11,0.2,10,2,W
2017,HH,133,20170916,LG,0,T,0,2,27,134,36,31,8,2,0,0,0,0,1,1,2,0,1,6,1,0,0,0,1,1,0.6,1.111111111,1.2,36,31,3,3,7,2,0,0,0,0,1,1,3,0,0,8,1,0,6,0.3,10,3,W
