yearID,T_ID,gameNO,GDAY_DS,VS_T_ID,HEADER_NO,TB_SC,CG_CK,HOLD,INN2,BF,PA_P,AB_P,HIT_P,H2_P,H3_P,HR_P,SB_P,CS_P,SH_P,SF_P,BB_P,IB_P,HP_P,KK_P,GD_P,WP_P,BK_P,ERR_P,R_P,ER_P,P_WHIP_RT_P,P2_WHIP_RT_P,CB_WHIP_RT_P,PA_B,AB_B,RBI_B,RUN_B,HIT_B,H2_B,H3_B,HR_B,SB_B,CS_B,SH_B,SF_B,BB_B,IB_B,HP_B,KK_B,GD_B,ERR_B,LOB_B,P_HRA_RT_B,P_AB_CN_B,P_HIT_CN_B,WLS
2019,HH,1,20190323,OB,0,T,0,0,24,138,33,28,6,1,0,1,0,0,0,0,5,0,0,3,1,1,0,0,5,5,3.0,1.375,3.0,42,34,4,4,12,1,0,0,0,1,1,1,5,0,1,7,2,1,11,0.2,10,2,L
2019,HH,2,20190324,OB,0,T,0,0,27,113,30,28,3,0,0,0,0,0,0,0,1,0,1,8,2,0,1,0,1,1,1.0,0.166666667,0.333333333,43,37,10,11,9,2,0,0,0,0,0,1,5,0,0,11,1,0,5,0.5,10,5,W
2019,HH,3,20190326,HT,0,T,0,1,27,181,44,37,8,2,1,0,0,0,0,0,6,0,1,8,0,1,1,0,7,6,2.0,0.857142857,2.0,46,38,13,13,16,5,0,3,1,1,0,1,6,0,1,7,3,2,6,0.538461538,13,7,W
2019,HH,4,20190327,HT,0,T,0,0,24,178,45,36,13,6,0,1,3,1,0,0,9,0,0,8,0,3,0,0,9,9,1.6875,5.5,3.428571429,40,35,4,4,9,4,0,1,0,0,0,0,5,0,0,7,1,0,9,0.1,10,1,L
2019,HH,5,20190328,HT,0,T,0,0,24,152,38,31,9,2,0,3,0,1,0,0,7,0,0,3,0,0,0,0,6,6,1.714285714,2.4375,1.0,33,30,4,4,5,3,0,0,1,1,0,1,2,0,0,10,0,0,2,0.5,4,2,L
2019,HH,6,20190329,NC,0,B,0,0,27,136,34,32,7,0,0,0,0,0,0,0,2,0,0,8,1,0,0,0,0,0,0.333333333,1.25,0.9,41,36,9,9,13,3,0,2,2,0,1,0,3,0,1,9,1,0,8,0.294117647,17,5,W
2019,HH,7,20190330,NC,0,B,0,0,27,129,41,35,12,3,0,0,0,0,0,0,4,0,2,10,2,1,0,0,5,5,1.153846154,2.25,3.857142857,47,33,11,13,9,3,0,1,2,0,1,0,12,0,1,4,0,0,10,0.461538462,13,6,W
2019,HH,8,20190331,NC,0,B,0,0,27,142,39,33,8,0,0,3,0,0,0,0,5,0,1,5,1,1,0,0,6,6,2.25,2.142857143,2.57142857099999,40,33,3,3,9,1,0,1,0,0,0,1,4,0,2,11,1,0,10,0.0,10,0,L
2019,HH,9,20190402,LG,0,B,0,0,27,142,34,30,6,0,0,0,1,0,0,0,4,0,0,10,3,0,0,0,2,1,2.25,2.5,2.142857143,37,30,5,6,6,2,0,1,1,0,0,1,5,0,1,6,0,1,7,0.2,10,2,W
2019,HH,10,20190403,LG,0,B,0,0,27,171,44,36,11,1,0,1,2,0,1,1,5,0,1,8,0,0,1,0,7,7,1.8,2.25,3.428571429,36,30,0,0,5,1,0,0,0,0,0,0,5,0,1,10,0,2,9,0.333333333,6,2,L
2019,HH,11,20190404,LG,0,B,0,0,27,133,31,28,5,1,0,0,1,1,1,0,1,0,1,6,3,0,0,0,1,0,0.75,0.666666667,0.6,38,30,2,2,6,0,0,0,2,0,1,0,6,2,1,9,1,1,10,0.125,8,1,W
2019,HH,12,20190405,LT,0,T,0,0,24,158,42,36,12,0,0,2,0,0,1,1,2,0,2,7,0,0,0,0,5,4,1.09090909099999,1.772727273,3.0,37,36,2,2,11,2,0,1,0,0,0,0,0,0,1,7,2,2,8,0.1,10,1,L
2019,HH,13,20190406,LT,0,T,0,0,24,142,36,31,8,2,1,0,2,0,0,0,5,1,0,3,1,4,0,0,9,9,3.428571429,1.565217391,0.9,41,37,7,7,11,3,0,1,4,0,0,1,3,0,0,13,0,1,7,0.416666667,12,5,L
2019,HH,14,20190407,LT,0,T,1,0,18,87,23,23,5,0,0,1,1,0,0,0,0,0,0,8,0,1,0,0,1,1,0.0,1.0,0.375,39,36,16,16,19,3,0,2,0,0,0,0,3,0,0,7,2,0,5,0.6,15,9,W
2019,HH,15,20190410,SK,0,B,0,0,27,160,41,36,11,2,0,1,0,0,0,0,4,0,1,7,1,0,0,1,8,7,4.5,3.0,1.363636364,37,36,2,3,9,1,0,0,0,0,0,0,1,0,0,8,1,1,7,0.285714286,7,2,L
2019,HH,16,20190411,SK,0,B,0,0,27,143,35,33,8,2,0,0,0,1,0,0,2,0,0,9,1,1,0,0,1,1,1.125,1.111111111,1.333333333,31,31,0,0,5,0,0,0,1,0,0,0,0,0,0,8,1,1,4,0.0,1,0,L
2019,HH,17,20190412,WO,0,T,0,0,24,140,38,32,11,3,1,1,1,0,0,0,5,0,1,7,2,0,0,0,5,5,0.923076923,1.75,1.333333333,33,32,3,3,9,2,0,1,0,0,0,0,1,0,0,7,4,0,3,0.2,5,1,L
2019,HH,18,20190413,WO,0,T,0,0,24,154,40,35,12,3,0,0,2,0,0,0,5,0,0,5,1,0,0,0,5,4,2.0,15.0,3.0,39,36,3,3,12,1,1,0,1,0,1,0,2,0,0,7,2,1,9,0.142857143,14,2,L
2019,HH,19,20190414,WO,0,T,0,0,30,161,40,39,11,3,0,0,1,1,0,0,1,0,0,9,0,0,0,0,2,2,1.125,1.2,1.2,45,40,3,3,11,2,0,1,0,0,0,0,4,0,1,13,1,0,12,0.25,8,2,W
2019,HH,20,20190416,KT,0,T,0,0,24,113,29,24,5,0,0,1,1,3,1,0,4,0,0,6,2,0,0,0,4,4,6.0,1.05,1.714285714,36,32,2,2,7,2,0,0,0,1,0,0,4,0,0,4,2,1,7,0.125,8,1,L
2019,HH,21,20190417,KT,0,T,0,2,27,150,40,37,11,2,0,1,0,0,0,0,3,0,0,9,1,1,0,0,5,5,1.5,1.411764706,2.25,41,32,8,8,8,3,0,0,4,0,0,2,7,0,0,10,1,0,6,0.363636364,11,4,W
2019,HH,22,20190418,KT,0,T,0,0,24,144,36,33,10,2,2,1,1,0,0,0,3,0,0,5,2,0,0,1,6,6,1.714285714,1.846153846,0.6,40,36,5,5,10,4,0,1,0,0,0,0,3,0,1,6,0,0,8,0.222222222,9,2,L
2019,HH,23,20190419,SS,0,B,0,2,33,206,51,46,13,1,0,2,3,0,0,0,5,0,0,13,0,0,0,0,3,3,1.714285714,1.636363636,1.909090909,42,33,4,4,8,1,0,1,0,1,2,2,5,1,0,9,2,0,6,0.5,4,2,W
2019,HH,24,20190420,SS,0,B,0,0,27,151,43,38,12,4,0,0,0,0,0,2,3,0,0,8,0,0,0,0,5,4,0.9,6.0,1.5,40,36,12,12,12,4,0,1,1,0,0,1,3,0,0,6,0,1,4,0.666666667,9,6,W
2019,HH,25,20190421,SS,0,B,0,0,27,192,51,47,23,6,2,1,1,0,0,1,3,0,0,3,2,2,0,0,16,16,3.666666667,2.4,3.333333333,29,27,0,0,0,0,0,0,0,1,0,0,1,0,1,13,0,0,2,0.0,0,0,L
2019,HH,26,20190424,LT,0,B,0,0,33,183,46,40,12,1,0,0,0,1,0,0,5,0,1,10,3,0,0,0,4,4,1.5,1.545454545,1.153846154,42,37,5,5,9,2,0,1,0,1,1,0,4,0,0,8,3,0,7,0.5,6,3,W
2019,HH,27,20190427,NC,0,T,0,0,24,174,47,44,22,7,0,2,1,0,0,1,1,0,1,8,0,0,0,1,15,15,2.076923077,2.0625,3.428571429,37,30,0,1,4,0,0,0,0,0,0,0,6,0,1,7,2,0,9,0.0,6,0,L
2019,HH,28,20190428,NC,0,T,0,0,24,172,41,35,11,0,0,2,1,0,0,0,5,0,1,9,1,0,0,0,10,10,5.25,1.4,1.66666666699999,38,36,4,4,9,1,0,2,0,0,0,0,2,0,0,11,0,1,7,0.166666667,6,1,L
2019,HH,29,20190430,OB,0,B,0,0,27,97,32,30,7,0,0,0,1,1,0,0,2,0,0,5,2,0,0,0,1,0,2.0,1.0,0.9,32,26,2,2,5,1,0,1,1,0,1,0,4,1,1,5,1,1,6,0.125,8,1,W
2019,HH,30,20190501,OB,0,B,0,3,27,179,39,32,7,0,0,0,0,1,0,0,6,0,1,6,1,0,0,0,1,1,0.5,1.5,1.5,32,26,4,4,5,4,0,0,0,0,1,0,4,1,1,4,1,0,4,0.333333333,6,2,W
2019,HH,31,20190502,OB,0,B,0,0,27,151,39,34,9,1,1,0,0,1,0,0,5,0,0,9,1,0,0,0,5,4,1.0,1.2,1.2,41,36,4,4,9,3,0,0,3,0,0,1,4,0,0,5,0,1,10,0.230769231,13,3,L
2019,HH,32,20190503,KT,0,B,0,0,27,135,37,34,8,1,0,2,0,0,1,0,2,0,0,7,0,1,0,0,5,4,1.125,1.111111111,1.875,37,33,3,4,7,1,1,0,0,0,1,0,3,0,0,11,0,2,6,0.2,10,2,L
2019,HH,33,20190504,KT,0,B,0,0,27,145,43,40,14,5,0,0,1,0,0,0,3,0,0,7,0,0,0,0,9,9,3.857142857,1.636363636,1.09090909099999,47,40,9,10,16,3,0,2,3,0,0,1,4,0,2,5,1,0,11,0.285714286,14,4,W
2019,HH,34,20190505,KT,0,B,0,1,27,158,37,30,7,1,0,1,0,1,1,0,6,0,0,5,2,0,0,0,4,4,1.66666666699999,1.071428571,3.0,35,30,6,6,8,2,0,0,0,2,0,0,5,0,0,6,0,0,5,0.4,10,4,W
2019,HH,35,20190507,SK,0,T,0,0,24,165,44,36,12,3,0,2,2,0,0,0,7,0,1,10,0,1,0,0,11,11,3.857142857,3.0,8.25,34,32,2,2,7,2,0,1,0,1,0,0,2,0,0,10,2,0,5,0.2,5,1,L
2019,HH,36,20190508,SK,0,T,0,0,24,195,51,44,19,4,0,3,1,0,0,0,5,0,2,8,1,0,0,0,17,12,3.666666667,0.0,3.428571429,35,33,2,2,6,2,0,1,0,0,0,0,2,0,0,11,0,2,6,0.0,7,0,L
2019,HH,37,20190509,SK,0,T,0,2,27,176,41,36,10,0,0,0,0,1,0,0,3,0,1,6,0,1,0,0,1,1,0.333333333,1.25,1.2,39,37,6,6,10,1,0,3,1,0,0,0,2,0,0,10,0,1,6,0.2,10,2,W
2019,HH,38,20190510,LG,0,T,0,1,27,113,32,31,4,0,0,0,1,0,0,0,1,0,0,6,1,0,0,0,2,1,0.0,0.6,0.0,40,36,5,5,8,1,0,0,1,0,0,0,1,0,3,11,0,1,8,0.3,10,3,W
2019,HH,39,20190511,LG,0,T,0,0,24,134,34,29,7,1,0,1,2,0,1,0,4,0,0,6,1,0,0,0,6,6,3.75,1.578947368,1.5,39,34,2,4,8,1,1,0,3,0,0,1,4,0,0,6,0,0,8,0.2,5,1,L
2019,HH,40,20190512,LG,0,T,0,0,24,122,35,31,10,2,0,0,0,1,0,0,2,0,2,3,1,1,0,0,2,2,1.5,1.5,1.0,32,28,0,0,2,0,0,0,0,0,0,0,3,0,1,6,1,0,5,0.0,3,0,L
2019,HH,41,20190514,WO,0,B,0,0,27,140,37,33,8,1,0,0,0,0,0,1,2,0,1,3,1,0,0,0,3,3,1.2,2.25,1.875,37,30,6,7,8,2,0,2,2,1,0,0,7,0,0,5,0,0,6,0.222222222,9,2,W
2019,HH,42,20190515,WO,0,B,0,0,33,198,49,40,9,3,0,0,0,1,1,0,7,0,1,9,1,0,0,0,4,2,1.09090909099999,1.454545455,1.5,39,39,5,5,9,1,0,2,1,0,0,0,0,0,0,9,1,1,3,0.4,5,2,W
2019,HH,43,20190516,WO,0,B,0,0,27,159,40,37,11,1,0,1,1,0,0,0,2,0,1,7,1,1,0,0,6,6,1.285714286,1.66666666699999,1.5,45,39,15,15,18,1,0,2,1,1,0,0,6,0,0,8,1,0,6,0.666666667,12,8,W
2019,HH,44,20190517,HT,0,B,0,0,27,167,41,36,10,3,0,1,1,0,0,1,4,0,0,8,0,1,0,0,5,5,0.6,1.82608695699999,1.09090909099999,34,32,0,2,4,1,0,0,1,0,0,0,1,0,1,10,0,0,5,0.0,5,0,L
2019,HH,45,20190518,HT,0,B,0,2,27,139,35,33,8,2,0,1,0,0,0,0,1,0,1,10,1,1,0,0,2,2,0.6,1.0,0.6,38,31,5,5,7,2,0,1,1,0,1,0,5,0,1,2,0,0,9,0.3,10,3,W
2019,HH,46,20190519,HT,0,B,0,0,27,138,40,35,12,3,0,0,1,1,1,0,4,0,0,7,2,3,0,1,5,4,2.0,1.5,0.692307692,32,32,0,0,4,1,0,0,0,0,0,0,0,0,0,10,0,2,5,0.0,7,0,L
2019,HH,47,20190521,SS,0,T,0,0,24,172,41,34,14,1,0,3,1,0,1,1,3,0,2,4,1,0,0,0,9,9,2.5,3.0,1.8,34,31,3,3,5,1,1,2,0,1,0,1,1,0,1,10,0,0,4,0.0,5,0,L
2019,HH,48,20190522,SS,0,T,0,0,35,200,50,43,13,2,1,0,1,2,1,2,4,1,0,12,0,0,0,0,6,6,2.25,1.23529411799999,1.384615385,53,47,5,5,12,2,0,2,1,0,0,0,6,1,0,9,3,0,12,0.3,10,3,L
2019,HH,49,20190523,SS,0,T,0,0,24,129,39,31,12,2,0,1,1,1,2,0,6,0,0,3,2,0,0,0,2,2,1.285714286,2.25,1.66666666699999,34,33,1,1,7,1,0,0,2,0,0,0,1,0,0,6,1,1,6,0.0,5,0,L
2019,HH,50,20190524,OB,0,T,0,1,27,171,45,36,10,2,0,0,1,0,0,1,6,0,2,5,0,2,0,0,3,3,1.153846154,1.777777778,2.0,41,37,3,4,9,1,0,0,4,0,0,0,4,0,0,3,0,0,10,0.083333333,12,1,W
2019,HH,51,20190525,OB,0,T,0,0,24,164,40,31,8,0,0,1,2,0,0,0,9,0,0,1,1,1,0,0,7,7,4.2,2.6,1.5,44,39,4,4,16,2,0,0,1,0,1,1,3,0,0,3,1,1,13,0.166666667,12,2,L
2019,HH,52,20190526,OB,0,T,0,0,24,120,32,25,2,1,0,0,0,0,0,2,5,0,0,4,0,1,0,1,2,1,0.5,0.875,0.6,38,32,1,1,7,0,1,0,2,1,1,0,3,0,2,7,0,0,10,0.125,8,1,L
2019,HH,53,20190528,HT,0,B,0,0,27,125,33,32,4,0,0,0,1,0,0,0,1,0,0,9,0,0,0,0,0,0,0.0,0.555555556,0.6,34,28,2,2,9,1,0,0,0,1,1,1,4,0,0,5,1,1,8,0.142857143,7,1,W
2019,HH,54,20190529,HT,0,B,0,0,27,116,38,36,11,4,0,1,0,0,1,0,1,0,0,4,1,1,0,1,3,3,0.666666667,1.42105263199999,1.0,31,29,1,1,5,1,0,0,1,1,0,1,1,0,0,10,1,1,3,0.0,4,0,L
2019,HH,55,20190530,HT,0,B,0,0,27,162,39,34,7,2,0,1,0,0,0,0,4,0,1,8,0,0,0,0,3,3,1.0,1.375,1.333333333,36,32,1,2,7,0,0,0,0,1,1,0,2,0,1,7,1,0,7,0.1,10,1,L
2019,HH,56,20190531,SK,0,T,1,0,24,98,30,29,5,0,0,1,2,1,0,0,0,0,1,5,0,0,0,0,2,2,0.0,0.625,1.0,33,31,1,1,6,0,0,1,0,0,1,0,1,0,0,1,1,1,5,0.0,4,0,L
2019,HH,57,20190601,SK,0,T,0,1,27,143,33,30,4,1,0,0,0,0,0,0,3,0,0,9,1,0,0,0,0,0,1.0,0.875,0.272727273,40,34,6,6,8,0,0,1,1,0,2,0,4,0,0,9,0,1,7,0.3,10,3,W
2019,HH,58,20190602,SK,0,T,0,0,24,143,38,36,14,2,0,2,0,1,1,0,1,0,0,4,0,0,0,0,5,5,1.333333333,2.29411764699999,3.0,32,31,2,2,6,2,0,0,0,1,0,0,1,0,0,11,1,1,3,0.333333333,3,1,L
2019,HH,59,20190604,LT,0,T,0,1,32,165,43,38,8,2,0,1,0,1,1,0,4,1,0,10,0,0,1,0,3,3,0.6,1.125,1.5,38,36,1,2,7,1,0,0,1,2,0,1,1,0,0,9,1,0,3,0.0,6,0,L
2019,HH,60,20190605,LT,0,T,0,0,27,140,37,33,6,0,0,1,1,0,0,1,3,0,0,2,0,0,0,1,3,3,0.5,1.384615385,0.6,41,35,5,6,9,1,0,0,1,0,0,1,5,2,0,11,0,1,8,0.444444444,9,4,W
2019,HH,61,20190606,LT,0,T,0,2,27,173,39,34,9,0,0,0,3,0,2,0,3,0,0,7,0,1,0,0,3,3,0.9,1.333333333,1.333333333,41,33,4,4,8,2,0,0,1,0,2,1,5,0,0,9,0,0,10,0.153846154,13,2,W
