yearID,T_ID,gameNO,GDAY_DS,VS_T_ID,HEADER_NO,TB_SC,CG_CK,HOLD,INN2,BF,PA_P,AB_P,HIT_P,H2_P,H3_P,HR_P,SB_P,CS_P,SH_P,SF_P,BB_P,IB_P,HP_P,KK_P,GD_P,WP_P,BK_P,ERR_P,R_P,ER_P,P_WHIP_RT_P,P2_WHIP_RT_P,CB_WHIP_RT_P,PA_B,AB_B,RBI_B,RUN_B,HIT_B,H2_B,H3_B,HR_B,SB_B,CS_B,SH_B,SF_B,BB_B,IB_B,HP_B,KK_B,GD_B,ERR_B,LOB_B,P_HRA_RT_B,P_AB_CN_B,P_HIT_CN_B,WLS
2019,HH,114,20190818,WO,0,T,0,1,27,149,40,36,9,0,0,2,0,0,0,0,4,0,0,7,0,0,0,0,4,4,0.5,1.09090909099999,1.2,39,33,5,5,9,0,0,0,1,1,0,1,3,0,2,6,0,0,7,0.25,8,2,W
2019,HH,115,20190820,SS,0,B,0,0,27,158,40,30,6,1,0,0,2,0,0,1,8,0,1,2,0,0,0,0,5,5,3.6,3.6,1.2,31,31,0,0,4,0,0,0,1,0,0,0,0,0,0,12,0,0,4,0.0,3,0,L
2019,HH,116,20190822,SK,0,T,0,1,24,157,41,33,13,2,0,0,1,1,1,1,5,0,1,7,2,1,0,0,8,6,1.071428571,2.18181818199999,2.625,42,36,6,6,11,3,0,1,2,0,0,1,3,0,2,5,0,3,9,0.272727273,11,3,L
2019,HH,117,20190823,SK,0,T,0,0,24,144,38,35,11,1,0,1,1,0,0,0,3,0,0,6,0,1,0,0,6,6,4.2,2.5,1.5,37,33,2,2,9,0,0,0,2,1,0,0,4,0,0,7,1,1,8,0.25,8,2,L
2019,HH,118,20190824,OB,0,B,0,0,27,199,50,44,16,4,1,2,2,1,0,0,6,0,0,6,0,1,0,1,13,9,2.5,2.4,1.75,36,34,3,3,10,4,0,0,0,1,0,1,1,0,0,4,2,3,6,0.125,8,1,L
2019,HH,119,20190825,OB,0,B,0,0,27,158,35,35,12,5,0,0,0,1,0,0,0,0,0,7,2,0,0,0,3,3,0.75,1.333333333,3.0,29,27,2,2,2,0,1,0,1,0,0,1,1,0,0,9,1,0,0,1.0,1,1,L
2019,HH,120,20190827,WO,0,B,0,0,27,184,47,44,17,4,0,5,0,0,0,0,3,0,0,1,0,1,0,0,15,15,2.5,2.57142857099999,3.428571429,33,32,0,0,7,1,0,0,1,1,0,0,1,0,0,8,2,0,6,0.166666667,6,1,L
2019,HH,121,20190828,WO,0,B,0,2,27,146,37,30,5,2,0,0,1,0,0,0,7,0,0,5,4,1,0,0,1,1,1.0,1.333333333,3.0,35,27,2,2,7,3,0,0,0,0,1,1,4,0,2,6,0,2,9,0.125,8,1,W
2019,HH,122,20190830,LG,0,T,0,1,27,167,37,31,4,0,0,0,1,0,0,0,6,1,0,9,0,0,0,0,0,0,1.285714286,1.111111111,3.0,37,32,0,1,6,1,1,0,0,0,1,0,4,1,0,7,1,0,9,0.0,7,0,W
2019,HH,123,20190831,KT,0,B,0,0,27,168,41,38,14,2,0,0,0,1,0,0,3,0,0,10,2,1,0,0,6,6,2.666666667,2.4,2.625,38,36,1,1,10,1,0,1,0,0,0,0,2,0,0,9,0,0,10,0.0,10,0,L
2019,HH,124,20190901,KT,0,B,0,0,27,142,38,34,9,0,0,0,3,0,0,0,4,0,0,6,2,1,0,1,1,1,0.25,1.75,1.875,35,32,6,6,10,1,0,1,0,0,1,0,2,0,0,6,1,0,5,0.333333333,9,3,W
2019,HH,125,20190903,HT,0,B,0,0,27,156,41,36,10,3,0,1,0,0,0,0,4,0,1,7,1,0,0,0,6,6,1.2,1.56,1.8,39,34,2,5,9,3,0,0,0,2,1,0,3,0,1,16,0,0,7,0.363636364,11,4,L
2019,HH,126,20190904,HT,0,B,0,0,27,137,37,32,7,1,0,0,1,1,0,0,4,0,1,7,0,0,0,0,1,1,0.428571429,1.222222222,2.142857143,32,31,0,0,5,0,0,0,1,1,0,0,1,0,0,12,0,0,5,0.0,1,0,L
2019,HH,127,20190905,NC,0,T,0,0,27,96,30,28,4,2,0,0,1,0,1,0,1,0,0,5,1,0,0,0,0,0,0.0,0.333333333,0.272727273,36,33,3,3,7,0,0,2,0,1,0,0,2,0,1,5,0,0,6,0.0,2,0,W
2019,HH,128,20190906,NC,0,T,0,0,24,113,33,29,8,0,0,2,2,1,0,1,2,0,1,7,1,1,0,0,4,4,1.2,1.5,2.5,36,34,0,0,7,2,0,0,0,0,0,0,2,0,0,7,0,0,9,0.111111111,9,1,L
2019,HH,129,20190907,LT,0,B,0,0,27,136,35,35,9,0,0,1,0,0,0,0,0,0,0,10,1,0,0,0,1,1,0.0,0.6,1.875,40,35,5,5,14,2,1,0,0,0,1,1,3,0,0,5,1,0,11,0.133333333,15,2,W
2019,HH,130,20190908,LT,0,B,0,0,27,209,48,40,13,1,0,2,2,0,0,0,8,0,0,3,1,1,0,0,12,11,3.857142857,1.5,2.333333333,34,30,0,0,3,2,0,0,0,0,0,0,3,0,1,9,0,2,7,0.0,3,0,L
2019,HH,131,20190910,LG,0,B,0,0,27,160,42,36,10,3,0,1,1,0,0,0,6,0,0,8,1,0,0,1,5,5,1.363636364,3.0,0.75,39,36,2,2,10,0,0,0,0,1,0,0,3,0,0,6,0,0,10,0.333333333,6,2,L
2019,HH,132,20190911,LG,0,B,0,0,27,139,37,36,10,7,0,0,0,0,0,0,1,0,0,7,1,1,0,0,5,5,1.8,0.0,1.125,45,35,9,9,13,6,0,0,1,1,0,0,10,0,0,5,1,1,12,0.375,16,6,W
2019,HH,133,20190913,SS,0,T,0,0,27,178,38,32,9,2,0,1,1,1,0,1,5,0,0,9,1,0,0,0,4,4,1.714285714,1.55555555599999,2.57142857099999,42,40,3,5,10,1,0,1,0,0,0,0,1,0,1,7,0,0,10,0.125,8,1,W
2019,HH,134,20190914,LT,0,B,0,1,27,125,34,33,6,4,0,0,0,0,0,0,1,0,0,9,0,0,0,0,2,2,0.75,0.75,0.6,41,35,5,5,12,1,0,0,0,0,1,1,4,0,0,5,0,0,12,0.294117647,17,5,W
2019,HH,135,20190915,LT,0,B,0,0,27,133,39,35,10,2,0,1,0,0,0,1,3,0,0,6,1,0,0,0,7,7,3.0,3.6,1.333333333,37,33,1,1,8,0,0,0,1,1,0,0,3,0,1,9,1,0,9,0.222222222,9,2,L
2019,HH,136,20190916,SS,0,T,0,0,27,139,34,29,6,0,0,1,2,0,0,0,4,0,1,4,4,1,0,0,1,1,0.6,1.333333333,1.333333333,49,37,9,11,12,1,0,1,2,0,1,0,10,0,1,6,0,0,11,0.333333333,15,5,W
2019,HH,137,20190917,WO,0,B,0,0,27,128,31,30,3,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0.0,0.333333333,0.666666667,30,30,1,1,6,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0.25,4,1,W
2019,HH,138,20190920,SS,0,B,0,0,27,144,38,33,8,2,1,0,0,1,0,1,4,0,0,6,0,0,0,0,3,3,1.5,1.333333333,0.9,34,28,4,5,5,3,0,0,1,0,0,1,4,0,1,5,0,0,5,0.125,8,1,W
2019,HH,139,20190923,LG,0,T,0,0,27,134,34,32,7,1,0,0,2,0,0,0,2,0,0,5,1,0,0,0,1,1,0.0,0.0,2.142857143,45,39,9,9,14,1,0,1,1,0,0,0,4,0,2,8,2,0,9,0.428571429,14,6,W
2019,HH,140,20190925,NC,0,T,0,4,27,170,40,36,9,1,0,0,2,0,0,0,4,0,0,7,0,0,0,1,2,1,0.692307692,1.32,1.363636364,37,35,3,3,11,1,0,1,0,0,1,0,1,0,0,6,2,2,7,0.333333333,9,3,W
2019,HH,141,20190926,NC,0,T,0,1,27,139,42,38,13,0,0,0,0,0,0,0,2,0,2,4,3,0,0,0,2,1,0.692307692,1.25,2.25,46,38,4,4,13,1,0,1,1,0,1,1,5,0,1,7,1,1,15,0.083333333,12,1,W
2019,HH,142,20190928,OB,0,T,0,0,28,175,48,39,13,1,0,0,3,0,2,1,6,2,0,4,0,0,0,1,7,4,1.615384615,1.833333333,3.857142857,43,42,6,6,13,3,0,0,0,0,0,1,0,0,0,6,0,0,7,0.333333333,12,4,L
2019,HH,143,20190929,SK,0,B,0,0,27,135,32,25,3,1,0,2,0,1,2,0,4,0,1,7,1,0,0,0,2,2,0.0,0.777777777999999,0.9,29,28,0,0,2,0,0,0,1,1,0,0,1,0,0,9,0,0,2,0.0,4,0,L
